d1500,w80,m100,s150,p3,1,1,1,1,1
d1500,w80,m50,s300,p3,0,0,0,1,0
d1500,w80,m200,s150,p3,1,1,0,1,1
d1500,w80,m250,s150,p3,1,1,1,1,1
d1500,w80,m50,s150,p3,0,1,1,1,0
d1500,w80,m0,s300,p3,1,0,0,1,0
d1500,w80,m150,s300,p3,1,1,1,1,1
d1500,w80,m0,s150,p3,0,0,1,0,1
d1500,w80,m250,s300,p3,1,0,1,1,1
d1500,w80,m150,s150,p3,0,1,1,1,1
d1500,w80,m100,s300,p3,0,1,1,1,1
d1500,w80,m200,s300,p3,1,0,1,1,0
